YEAR,MO,DY,HR,ALLSKY_SFC_UV_INDEX,RH2M,PS,WS10M,PRECTOTCORR,WD10M,SZA,T2M
2018,1,1,0,0,83.06,99.52,1.6,0.02,36.4,90,24.46
2018,1,1,1,0,85.1,99.43,1.64,0.02,41.5,90,24.01
2018,1,1,2,0,86.54,99.38,1.73,0.01,49.7,90,23.63
2018,1,1,3,0,87.57,99.38,1.89,0.01,58,90,23.34
2018,1,1,4,0,88.54,99.43,2.03,0.01,65.2,90,23
2018,1,1,5,0,89.1,99.5,2.13,0.01,71.7,90,22.73
2018,1,1,6,0.08,87.59,99.59,2.17,0,75.3,82.37,23.64
2018,1,1,7,0.93,79.48,99.68,1.99,0,70.7,69.04,25.39
2018,1,1,8,3.33,73.44,99.73,1.66,0,50.6,56.23,26.57
2018,1,1,9,6.5,67.79,99.71,1.39,0,19.3,44.51,27.57
2018,1,1,10,9.12,64.95,99.65,1.48,0,347.5,35.04,28.25
2018,1,1,11,10.68,63.3,99.56,1.92,0,327.1,30.04,28.72
2018,1,1,12,10.05,62.79,99.45,2.42,0,319,31.72,28.94
2018,1,1,13,7.6,63.05,99.37,2.83,0.01,316.4,39.23,28.93
2018,1,1,14,4.9,63.64,99.33,3.04,0.02,315.8,50,28.74
2018,1,1,15,2.17,64.9,99.33,2.96,0.03,316.1,62.34,28.37
2018,1,1,16,0.38,67.79,99.37,2.56,0.03,317.7,75.46,27.83
2018,1,1,17,0.03,73.93,99.43,2.14,0.03,316.9,87.74,26.55
2018,1,1,18,0,74.11,99.5,1.9,0.03,314.1,90,26.06
2018,1,1,19,0,73.14,99.57,1.59,0.03,314.2,90,25.93
2018,1,1,20,0,71.5,99.61,1.24,0.02,314.3,90,25.96
2018,1,1,21,0,71.97,99.61,0.88,0.01,314.5,90,25.77
2018,1,1,22,0,73.71,99.58,0.59,0.02,321.2,90,25.43
2018,1,1,23,0,74.86,99.52,0.51,0.02,340.5,90,25.05
2018,1,2,0,0,75.84,99.45,0.6,0.02,0,90,24.73
2018,1,2,1,0,76.95,99.38,0.74,0.01,14.8,90,24.41
2018,1,2,2,0,78.62,99.36,0.92,0.01,29.9,90,23.98
2018,1,2,3,0,80.01,99.37,1.09,0,43.5,90,23.58
2018,1,2,4,0,79.87,99.42,1.2,0,54.2,90,23.47
2018,1,2,5,0,80.25,99.5,1.29,0,59.3,90,23.27
2018,1,2,6,0.05,81.08,99.58,1.37,0,55.4,82.47,24.01
2018,1,2,7,0.77,74.42,99.66,1.69,0,44.8,69.12,25.48
2018,1,2,8,2.42,68.78,99.71,1.83,0,20.5,56.29,26.9
2018,1,2,9,5.62,66.35,99.69,1.89,0,4.9,44.55,27.75
2018,1,2,10,8.12,64.45,99.65,1.96,0.01,349.4,35.03,28.36
2018,1,2,11,8.85,62.98,99.57,2.13,0.22,332.4,29.97,28.8
2018,1,2,12,8.62,62.27,99.47,2.41,0.47,316.8,31.6,29.02
2018,1,2,13,6.8,62.32,99.37,2.65,0.79,306.6,39.09,29.01
2018,1,2,14,4.18,62.91,99.3,2.78,0.75,304.6,49.86,28.76
2018,1,2,15,1.75,64.42,99.3,2.76,1.35,312.1,62.21,28.34
2018,1,2,16,0.32,67.71,99.35,2.61,2.12,324.7,75.34,27.7
2018,1,2,17,0.03,74.51,99.44,2.41,2.23,337.1,87.68,26.4
2018,1,2,18,0,75.6,99.53,2.28,2.35,348.1,90,25.92
2018,1,2,19,0,74.68,99.61,2.04,2.49,2.8,90,25.79
2018,1,2,20,0,73.79,99.67,1.77,1.99,21.2,90,25.68
2018,1,2,21,0,74.31,99.68,1.6,1.14,42.5,90,25.42
2018,1,2,22,0,76.04,99.65,1.64,0.63,59.7,90,25.04
2018,1,2,23,0,78.1,99.59,1.81,0.54,68.7,90,24.7
2018,1,3,0,0,79.92,99.5,1.98,0.58,72.7,90,24.45
2018,1,3,1,0,81.23,99.42,2.07,0.5,78,90,24.23
2018,1,3,2,0,81.8,99.37,2.09,0.27,84.5,90,24
2018,1,3,3,0,81.89,99.38,2.03,0.11,89.4,90,23.8
2018,1,3,4,0,81.71,99.43,1.93,0.05,88.8,90,23.68
2018,1,3,5,0,81.85,99.51,1.87,0.07,80.8,90,23.58
2018,1,3,6,0.05,82.78,99.62,1.91,0.03,67.6,82.56,24.45
2018,1,3,7,0.85,77.29,99.72,2.26,0.08,53.1,69.19,25.93
2018,1,3,8,2.92,70.8,99.77,2.42,0.06,27,56.35,27.24
2018,1,3,9,5.65,67.63,99.76,2.78,0.13,9.9,44.57,27.97
2018,1,3,10,8.05,65.14,99.7,3.05,0.23,359.4,35.01,28.5
2018,1,3,11,9.82,63.31,99.62,3.21,0.26,351,29.89,28.88
2018,1,3,12,9.38,62.13,99.52,3.31,0.42,343.5,31.48,29.07
2018,1,3,13,7.4,62.01,99.43,3.37,0.42,336.8,38.95,28.99
2018,1,3,14,4.5,62.85,99.4,3.39,0.39,334.5,49.72,28.75
2018,1,3,15,1.88,64.85,99.41,3.27,0.29,335.4,62.07,28.44
2018,1,3,16,0.35,68.45,99.47,3.12,0.18,338,75.21,27.87
2018,1,3,17,0.03,76.59,99.54,2.9,0.17,341.1,87.61,26.54
2018,1,3,18,0,79.61,99.63,3.01,0.19,350.3,90,25.8
2018,1,3,19,0,83.17,99.74,3.26,0.19,6,90,25.27
2018,1,3,20,0,86.2,99.8,3.76,0.27,23.2,90,24.78
2018,1,3,21,0,88.2,99.82,4.37,0.16,37.5,90,24.32
2018,1,3,22,0,89.05,99.79,4.86,0.16,48.1,90,23.85
2018,1,3,23,0,89.1,99.74,5.02,0.09,53.9,90,23.37
2018,1,4,0,0,88.46,99.65,5.08,0.03,56.2,90,22.98
2018,1,4,1,0,88.29,99.58,5.08,0.01,56.3,90,22.63
2018,1,4,2,0,88.47,99.54,4.88,0.01,55.6,90,22.29
2018,1,4,3,0,88.8,99.54,4.68,0.01,54.2,90,22
2018,1,4,4,0,89.07,99.6,4.47,0.01,53.5,90,21.76
2018,1,4,5,0,88.9,99.67,4.3,0.01,52.9,90,21.57
2018,1,4,6,0.05,85.47,99.77,4.44,0,51.9,82.65,22.61
2018,1,4,7,0.82,79.47,99.87,4.99,0,47.7,69.26,24.13
2018,1,4,8,2.7,73.15,99.91,5.06,0,40.1,56.4,25.58
2018,1,4,9,5.5,66.97,99.9,5.21,0,33.7,44.6,26.77
2018,1,4,10,7.55,62.76,99.85,5.2,0,28.7,34.99,27.71
2018,1,4,11,8.6,60.35,99.75,5.1,0,24.2,29.81,28.47
2018,1,4,12,9.05,59.14,99.62,4.96,0,20.9,31.35,28.99
2018,1,4,13,7.1,59.1,99.5,4.74,0,19.5,38.81,29.22
2018,1,4,14,4.68,60.72,99.43,4.39,0,17.8,49.58,29.12
2018,1,4,15,1.83,63.5,99.41,4.06,0,16.3,61.94,28.76
2018,1,4,16,0.35,69.6,99.43,3.57,0,15.4,75.08,27.84
2018,1,4,17,0.03,78.06,99.5,3.37,0,16.4,87.53,25.99
2018,1,4,18,0,81.37,99.58,3.76,0,23.7,90,25.06
2018,1,4,19,0,84.93,99.68,4.11,0,32.7,90,24.41
2018,1,4,20,0,88.01,99.76,4.55,0,41.1,90,23.73
2018,1,4,21,0,89.27,99.78,4.9,0,47.8,90,23.11
2018,1,4,22,0,88.94,99.75,5.07,0,52,90,22.59
2018,1,4,23,0,89.18,99.7,5.1,0,53.8,90,22.14
2018,1,5,0,0,89.28,99.63,4.97,0,53.4,90,21.76
2018,1,5,1,0,89.09,99.56,4.86,0,52.5,90,21.47
2018,1,5,2,0,89.01,99.53,4.8,0,51.4,90,21.23
2018,1,5,3,0,89.71,99.53,4.74,0,50.1,90,20.99
2018,1,5,4,0,90.04,99.59,4.74,0,48.5,90,20.8
2018,1,5,5,0,90.52,99.66,4.76,0,45.9,90,20.61
2018,1,5,6,0.05,85.51,99.75,5.06,0,42.7,82.74,21.9
2018,1,5,7,0.75,79.24,99.83,5.78,0,37.3,69.33,23.59
2018,1,5,8,2.5,71.98,99.86,6.27,0,32.3,56.45,25.05
2018,1,5,9,5.75,67.11,99.82,6.42,0,29,44.61,25.99
2018,1,5,10,7.47,63.69,99.73,6.48,0,26.2,34.96,26.72
2018,1,5,11,9.35,61.38,99.61,6.4,0,23.7,29.72,27.29
2018,1,5,12,8.7,59.9,99.48,6.12,0,21.1,31.21,27.71
2018,1,5,13,6.82,59.35,99.37,5.78,0,18.9,38.66,27.91
2018,1,5,14,4.1,59.99,99.31,5.49,0,18.5,49.43,27.86
2018,1,5,15,1.73,62.07,99.31,5.1,0,20.2,61.8,27.56
2018,1,5,16,0.32,67.62,99.36,4.41,0,22.8,74.96,26.74
2018,1,5,17,0.03,76.2,99.44,3.98,0,26.8,87.46,24.87
2018,1,5,18,0,79.69,99.53,4.22,0.01,32.5,90,23.96
2018,1,5,19,0,83.49,99.6,4.52,0.01,39.1,90,23.32
2018,1,5,20,0,86.24,99.66,4.78,0.02,44.7,90,22.62
2018,1,5,21,0,87.51,99.68,4.91,0.04,47.7,90,21.93
2018,1,5,22,0,87.75,99.67,4.83,0.02,48.5,90,21.36
2018,1,5,23,0,87.38,99.63,4.65,0.03,49,90,20.92
2018,1,6,0,0,86.82,99.56,4.44,0.1,48.7,90,20.57
2018,1,6,1,0,85.96,99.49,4.23,0.19,46.7,90,20.44
2018,1,6,2,0,84.63,99.46,4.15,0.1,43.4,90,20.45
2018,1,6,3,0,83.34,99.47,4.15,0.03,40.4,90,20.41
2018,1,6,4,0,82.26,99.52,4.16,0.03,37.8,90,20.36
2018,1,6,5,0,81.68,99.6,4.21,0,35.9,90,20.12
2018,1,6,6,0.05,78.33,99.71,4.36,0,36.1,82.82,21.29
2018,1,6,7,0.7,71.27,99.81,5,0,36.3,69.4,23.09
2018,1,6,8,2.28,64.19,99.86,5.01,0,31,56.49,24.8
2018,1,6,9,4.57,60.47,99.84,4.91,0,25.3,44.63,25.84
2018,1,6,10,6.62,58.83,99.78,4.78,0,19.6,34.93,26.52
2018,1,6,11,8.68,57.75,99.67,4.71,0,14.2,29.62,27
2018,1,6,12,8.43,57.15,99.55,4.64,0,9.8,31.06,27.3
2018,1,6,13,7,56.89,99.44,4.58,0,6.3,38.5,27.45
2018,1,6,14,4.28,57.28,99.38,4.54,0,4.8,49.29,27.45
2018,1,6,15,1.8,59.48,99.36,4.25,0,4.9,61.66,27.17
2018,1,6,16,0.35,65.14,99.39,3.83,0,6.3,74.83,26.34
2018,1,6,17,0.03,72.37,99.47,3.57,0,8.7,87.39,24.79
2018,1,6,18,0,73.67,99.55,3.73,0,13.3,90,24.18
2018,1,6,19,0,75.83,99.64,3.92,0,19.7,90,23.69
2018,1,6,20,0,78.29,99.72,4.24,0,26.4,90,23.15
2018,1,6,21,0,80.38,99.74,4.64,0,32.1,90,22.53
2018,1,6,22,0,82.01,99.73,4.9,0,37.1,90,21.84
2018,1,6,23,0,82.6,99.7,4.87,0,40.3,90,21.22
2018,1,7,0,0,82.2,99.63,4.69,0,42.2,90,20.75
2018,1,7,1,0,81.58,99.56,4.46,0,44.4,90,20.37
2018,1,7,2,0,81.43,99.53,4.28,0,47.4,90,20.05
2018,1,7,3,0,81.28,99.54,4.19,0,49.8,90,19.8
2018,1,7,4,0,81.04,99.59,4.14,0,50.9,90,19.61
2018,1,7,5,0,80.8,99.66,4.09,0,50.7,90,19.45
2018,1,7,6,0.05,78.59,99.76,3.97,0,48.3,82.9,20.65
2018,1,7,7,0.7,71.08,99.85,4.64,0,44.1,69.46,22.52
2018,1,7,8,2.25,66.42,99.88,4.78,0,33.1,56.53,24.02
2018,1,7,9,4.53,60.7,99.84,5.31,0,21,44.64,25.28
2018,1,7,10,7.38,59.36,99.77,5.65,0,13.7,34.88,26.01
2018,1,7,11,9.57,58.89,99.67,5.74,0,9.3,29.51,26.59
2018,1,7,12,9.55,58.41,99.56,5.64,0,6.4,30.91,27.02
2018,1,7,13,7.68,57.99,99.46,5.39,0,4.3,38.35,27.28
2018,1,7,14,4.68,58.17,99.4,5.1,0,3.5,49.14,27.32
2018,1,7,15,1.9,59.36,99.4,4.72,0,4.4,61.53,27.15
2018,1,7,16,0.38,65,99.44,4.08,0,5.9,74.7,26.36
2018,1,7,17,0.03,72.72,99.5,3.85,0,9,87.32,24.41
2018,1,7,18,0,75.03,99.58,4.08,0,15.4,90,23.57
2018,1,7,19,0,78.31,99.68,4.34,0,24.9,90,23.02
2018,1,7,20,0,81.44,99.75,4.83,0,33.1,90,22.47
2018,1,7,21,0,83.88,99.77,5.45,0,38.6,90,21.93
2018,1,7,22,0,85.76,99.75,5.75,0,41.5,90,21.41
2018,1,7,23,0,87.26,99.71,5.58,0,43,90,20.91
2018,1,8,0,0,88.68,99.64,5.32,0,44.5,90,20.48
2018,1,8,1,0,90.24,99.58,5.06,0,45,90,20.08
2018,1,8,2,0,91,99.53,4.86,0,43.9,90,19.77
2018,1,8,3,0,91.47,99.53,4.73,0,43.2,90,19.54
2018,1,8,4,0,92.04,99.58,4.6,0,43.1,90,19.35
2018,1,8,5,0,92.74,99.65,4.47,0,42.7,90,19.19
2018,1,8,6,0.05,87.55,99.74,4.37,0,41.8,82.98,20.62
2018,1,8,7,0.77,80.94,99.83,4.93,0,39.2,69.52,22.56
2018,1,8,8,2.78,74.76,99.88,5.09,0,33.9,56.57,24.34
2018,1,8,9,5.8,70.11,99.86,4.98,0,31.7,44.64,25.54
2018,1,8,10,8.3,66.51,99.8,4.66,0,30,34.84,26.49
2018,1,8,11,9.7,63.55,99.7,4.26,0,27.8,29.4,27.26
2018,1,8,12,10.02,61.27,99.58,3.93,0,24.8,30.76,27.84
2018,1,8,13,7.97,59.75,99.48,3.65,0.01,21.9,38.18,28.22
2018,1,8,14,4.78,59.22,99.43,3.54,0.02,18.9,48.98,28.34
2018,1,8,15,2.15,60.44,99.42,3.37,0.03,17.4,61.39,28.2
2018,1,8,16,0.38,65.25,99.47,3.07,0.04,13.4,74.58,27.48
2018,1,8,17,0.03,75.26,99.55,2.97,0.06,7.9,87.24,25.86
2018,1,8,18,0,79.43,99.62,3.36,0.08,12.7,90,25.05
2018,1,8,19,0,83.41,99.7,3.86,0.14,22.6,90,24.36
2018,1,8,20,0,86.78,99.75,4.36,0.12,32.9,90,23.8
2018,1,8,21,0,88.56,99.76,4.74,0.09,40,90,23.27
2018,1,8,22,0,89.64,99.75,4.93,0.07,42.8,90,22.8
2018,1,8,23,0,90.52,99.71,4.97,0.05,43.1,90,22.41
2018,1,9,0,0,91.48,99.65,4.91,0.03,42.2,90,22.09
2018,1,9,1,0,92.59,99.6,4.74,0.02,41.5,90,21.8
2018,1,9,2,0,93.22,99.6,4.45,0.03,41.7,90,21.56
2018,1,9,3,0,93.59,99.63,4.14,0.02,42.7,90,21.35
2018,1,9,4,0,93.88,99.69,3.9,0.03,43.4,90,21.18
2018,1,9,5,0,94.08,99.77,3.7,0.04,42.3,90,21.06
2018,1,9,6,0.05,89.64,99.84,3.53,0.08,40.1,83.05,22.38
2018,1,9,7,0.82,83.32,99.93,3.72,0.1,34.2,69.57,24.06
2018,1,9,8,2.75,78.48,99.98,3.37,0.13,21.6,56.6,25.51
2018,1,9,9,5.5,74.96,99.97,2.9,0.17,8.1,44.63,26.5
2018,1,9,10,8.07,72.33,99.91,2.61,0.18,353.2,34.78,27.21
2018,1,9,11,10.52,70.77,99.82,2.54,0.22,336.1,29.28,27.62
2018,1,9,12,10.1,70.25,99.72,2.78,0.19,320.1,30.6,27.8
2018,1,9,13,7.65,70.44,99.63,3.24,0.22,308.4,38.02,27.78
2018,1,9,14,4.75,72.25,99.57,3.86,0.16,302.9,48.83,27.47
2018,1,9,15,2.08,76.34,99.57,4.28,0.14,302.2,61.25,26.75
2018,1,9,16,0.43,81.06,99.63,4.31,0.18,304.6,74.45,25.94
2018,1,9,17,0.03,87.03,99.71,3.71,0.23,309.3,87.17,24.97
2018,1,9,18,0,89.19,99.79,3.45,0.36,313.4,90,24.63
2018,1,9,19,0,90,99.88,3.26,0.46,317.7,90,24.56
2018,1,9,20,0,90.58,99.93,3.15,0.71,323.5,90,24.5
2018,1,9,21,0,91.18,99.94,3.05,1.06,328.8,90,24.4
2018,1,9,22,0,91.51,99.89,2.73,1.53,329.7,90,24.36
2018,1,9,23,0,92.08,99.82,2.2,2.11,325.9,90,24.3
2018,1,10,0,0,93.17,99.74,1.61,2.64,317.3,90,24.11
2018,1,10,1,0,93.67,99.67,1.01,3.01,300.9,90,23.98
2018,1,10,2,0,93.94,99.63,0.53,2.95,258.1,90,23.87
2018,1,10,3,0,93.83,99.64,0.81,2.67,175.1,90,23.74
2018,1,10,4,0,93.8,99.67,1.78,2.17,150,90,23.57
2018,1,10,5,0,93.83,99.72,2.75,1.73,141.3,90,23.39
2018,1,10,6,0.05,91.89,99.8,3.96,1.64,136.2,83.12,23.81
2018,1,10,7,0.75,87.58,99.9,4.91,1.26,136.3,69.62,24.81
2018,1,10,8,2.9,80.85,99.95,5.45,0.96,136.9,56.62,25.98
2018,1,10,9,5.85,75.25,99.95,5.34,0.71,138,44.63,26.96
2018,1,10,10,8.52,70.02,99.9,4.98,0.6,138,34.72,27.9
2018,1,10,11,9.6,66.18,99.83,4.46,1.21,138.3,29.16,28.66
2018,1,10,12,8.5,64.3,99.74,3.89,1.49,140.6,30.43,29.09
2018,1,10,13,7.6,63.61,99.66,3.22,1.96,145.1,37.85,29.22
2018,1,10,14,4.8,64.17,99.6,2.78,2.33,153.3,48.67,29.1
2018,1,10,15,2.05,66.85,99.61,2.4,2.81,162.3,61.11,28.8
2018,1,10,16,0.43,68.6,99.67,1.97,3.83,165.3,74.32,28.24
2018,1,10,17,0.03,76.11,99.74,1.54,3.77,170.7,87.09,26.92
2018,1,10,18,0,78.77,99.81,1.21,4.61,165.6,90,26.16
2018,1,10,19,0,81.3,99.89,0.91,5.16,139.5,90,25.59
2018,1,10,20,0,83.06,99.95,0.95,4.98,106.5,90,25.13
2018,1,10,21,0,83.97,99.96,1.19,5.21,85.7,90,24.78
2018,1,10,22,0,84.84,99.93,1.44,5.06,73.5,90,24.43
2018,1,10,23,0,85.8,99.87,1.63,4.82,67.2,90,24.09
2018,1,11,0,0,86.61,99.8,1.7,4.7,64.9,90,23.8
2018,1,11,1,0,87,99.74,1.7,4.16,66.8,90,23.56
2018,1,11,2,0,87.39,99.72,1.7,3.93,65.7,90,23.36
2018,1,11,3,0,87.98,99.75,1.75,3.93,60.9,90,23.16
2018,1,11,4,0,88.44,99.8,1.81,3.31,55.8,90,23.04
2018,1,11,5,0,88.77,99.88,1.89,2.43,49.9,90,22.97
2018,1,11,6,0.05,89.16,99.97,1.99,2.51,41.1,83.19,23.79
2018,1,11,7,0.82,86.09,100.04,2.71,2.46,35.4,69.67,24.88
2018,1,11,8,2.8,84.03,100.06,3.2,2.17,31.1,56.65,25.82
2018,1,11,9,5.82,80.97,100.01,3.55,2.23,31.4,44.61,26.62
2018,1,11,10,8.35,78.03,99.93,3.62,2.1,32,34.66,27.16
2018,1,11,11,8.8,75.45,99.83,3.5,0.64,31.9,29.03,27.6
2018,1,11,12,8.62,73.05,99.72,3.23,0.67,32.6,30.25,28.07
2018,1,11,13,7.72,71.18,99.63,2.83,0.91,32,37.67,28.43
2018,1,11,14,4.97,70.41,99.57,2.58,1.05,31.2,48.51,28.52
2018,1,11,15,2.15,71.22,99.57,2.43,1.15,28.6,60.96,28.42
2018,1,11,16,0.45,74.76,99.61,2.19,1.34,24.2,74.2,27.96
2018,1,11,17,0.03,80.75,99.67,2,1.23,20.8,87.02,26.87
2018,1,11,18,0,83.6,99.74,2.21,1.16,24.6,90,26.21
2018,1,11,19,0,86.27,99.81,2.51,1,34.4,90,25.68
2018,1,11,20,0,87.96,99.85,2.49,0.99,44.7,90,25.26
2018,1,11,21,0,88.56,99.86,2.35,0.92,55.8,90,24.93
2018,1,11,22,0,88.48,99.85,2.39,0.99,63.6,90,24.64
2018,1,11,23,0,88.81,99.81,2.46,1.01,67.1,90,24.36
2018,1,12,0,0,89.31,99.75,2.49,1.04,67,90,24.11
2018,1,12,1,0,89.32,99.68,2.47,1.21,65.4,90,23.91
2018,1,12,2,0,89.04,99.66,2.33,1.21,60.5,90,23.72
2018,1,12,3,0,88.89,99.68,2.17,1.29,51.9,90,23.53
2018,1,12,4,0,89.25,99.72,2.16,1.09,45.4,90,23.32
2018,1,12,5,0,89.78,99.79,2.3,0.92,41.7,90,23.11
2018,1,12,6,0.05,88.27,99.87,2.53,0.75,40.4,83.25,23.95
2018,1,12,7,0.85,83.06,99.95,3.12,0.6,38.2,69.71,25.14
2018,1,12,8,2.95,78.12,99.98,3.28,0.35,37.1,56.66,26.27
2018,1,12,9,6.03,73.45,99.95,3.07,0.22,34.8,44.59,27.09
2018,1,12,10,9.1,70.25,99.87,2.66,0.1,29.7,34.58,27.57
2018,1,12,11,10.6,67.45,99.77,2.16,0.24,23.1,28.89,28.02
2018,1,12,12,9.82,64.91,99.67,1.64,0.4,13.8,30.07,28.65
2018,1,12,13,8.18,63.52,99.58,1.13,1.07,352.9,37.5,29.01
2018,1,12,14,5.05,64.08,99.53,1.01,1.09,322.7,48.35,29.04
2018,1,12,15,2.17,66.75,99.54,1.25,1.8,304.6,60.82,28.74
2018,1,12,16,0.47,68.29,99.6,1.54,2.05,298.7,74.07,28.43
2018,1,12,17,0.03,77.09,99.67,1.75,2.68,296.4,86.94,27.13
2018,1,12,18,0,79.92,99.75,1.76,3.37,300.8,90,26.52
2018,1,12,19,0,81.18,99.83,1.44,4.37,312.5,90,26.23
2018,1,12,20,0,82.24,99.88,1.03,5.72,340.2,90,26
2018,1,12,21,0,84.74,99.88,1,6.39,21.2,90,25.59
2018,1,12,22,0,86.99,99.83,1.18,5.82,49.8,90,25.17
2018,1,12,23,0,88.21,99.77,1.4,5.2,65.5,90,24.84
2018,1,13,0,0,88.64,99.67,1.51,3.97,73.8,90,24.59
2018,1,13,1,0,88.43,99.57,1.45,3.42,76.4,90,24.4
2018,1,13,2,0,88.25,99.51,1.31,3.6,75.9,90,24.22
2018,1,13,3,0,88.63,99.51,1.5,3.92,74.9,90,24.03
2018,1,13,4,0,90.09,99.57,2.12,3.46,76.9,90,23.72
2018,1,13,5,0,91.11,99.68,2.69,3.21,79.5,90,23.51
2018,1,13,6,0.05,89.25,99.77,2.88,3.85,79.8,83.31,24.5
2018,1,13,7,0.98,83.69,99.85,2.85,5.76,75.1,69.75,26.06
2018,1,13,8,3.28,76.84,99.89,2.79,6.4,70.3,56.68,27.28
2018,1,13,9,6.5,74.03,99.88,2.53,7.26,61.4,44.57,27.77
2018,1,13,10,9.25,73.51,99.82,2.16,9.46,46.9,34.51,27.91
2018,1,13,11,10.18,73.39,99.71,1.94,1.64,29.6,28.74,27.94
2018,1,13,12,10.2,73.85,99.6,2.1,1.83,13.5,29.89,27.91
2018,1,13,13,8.23,74.96,99.5,2.42,1.86,0.2,37.32,27.77
2018,1,13,14,5.25,76.82,99.42,2.77,1.98,353,48.19,27.5
2018,1,13,15,2.3,79.52,99.41,2.91,2.14,353.3,60.68,27.21
2018,1,13,16,0.5,81.82,99.46,2.95,2.49,359.4,73.94,26.88
2018,1,13,17,0.03,86.57,99.53,2.79,2.93,7.6,86.87,26.08
2018,1,13,18,0,88.19,99.61,3.07,3.63,17,90,25.58
2018,1,13,19,0,89.07,99.7,3.37,4.17,25.7,90,25.2
2018,1,13,20,0,89.34,99.77,3.44,4.15,34.1,90,24.9
2018,1,13,21,0,89.34,99.79,3.4,4.27,41.4,90,24.62
2018,1,13,22,0,89.54,99.76,3.31,4.18,46.2,90,24.32
2018,1,13,23,0,89.65,99.71,3.15,3.65,49.4,90,24.07
2018,1,14,0,0,89.66,99.64,3.08,2.89,51.2,90,23.88
2018,1,14,1,0,89.77,99.58,3.04,2.15,52.2,90,23.75
2018,1,14,2,0,90.18,99.55,3.14,1.66,50,90,23.63
2018,1,14,3,0,90.73,99.55,3.39,1.56,47.3,90,23.49
2018,1,14,4,0,91.05,99.6,3.61,1.46,46.5,90,23.34
2018,1,14,5,0,91.33,99.66,3.8,1.39,46.2,90,23.19
2018,1,14,6,0.05,90.17,99.73,4.12,1.26,44.6,83.36,23.8
2018,1,14,7,0.95,86.88,99.82,4.81,1.2,43,69.79,24.64
2018,1,14,8,3.22,82.98,99.86,5.33,0.86,42.3,56.69,25.73
2018,1,14,9,6.32,78.33,99.85,5.36,0.64,41.3,44.54,26.8
2018,1,14,10,8.05,74.44,99.79,4.98,0.69,39.8,34.42,27.7
2018,1,14,11,9.05,71.31,99.7,4.5,0.39,38.6,28.59,28.44
2018,1,14,12,9.2,69.09,99.6,4.07,0.47,37,29.7,28.87
2018,1,14,13,8.35,67.65,99.51,3.71,0.68,36.2,37.13,29.17
2018,1,14,14,5.55,67.73,99.45,3.54,0.68,32.7,48.03,29.13
2018,1,14,15,2.42,69.59,99.45,3.53,1.02,29.7,60.54,28.79
2018,1,14,16,0.52,73.05,99.5,3.53,1.42,29.8,73.82,28.05
2018,1,14,17,0.03,80.01,99.59,3.51,1.99,30.7,86.79,26.55
2018,1,14,18,0,83.16,99.69,4.02,2.47,35.6,90,25.45
2018,1,14,19,0,86.06,99.8,4.36,2.43,40.3,90,24.57
2018,1,14,20,0,87.73,99.87,4.63,2.07,46,90,23.8
2018,1,14,21,0,88.64,99.88,4.82,1.71,48.9,90,23.14
2018,1,14,22,0,89.55,99.84,4.8,1.35,48.7,90,22.62
2018,1,14,23,0,90.41,99.78,4.73,1.02,47.7,90,22.24
2018,1,15,0,0,91.41,99.72,4.72,0.7,47.5,90,21.9
2018,1,15,1,0,92.12,99.66,4.68,0.52,46.7,90,21.7
2018,1,15,2,0,92.65,99.64,4.56,0.34,44.4,90,21.58
2018,1,15,3,0,92.82,99.64,4.49,0.1,41.3,90,21.52
2018,1,15,4,0,92.9,99.68,4.49,0,37.9,90,21.48
2018,1,15,5,0,92.95,99.75,4.5,0,35.3,90,21.45
2018,1,15,6,0.05,89.28,99.84,4.72,0.01,35.3,83.41,22.68
2018,1,15,7,0.88,84.03,99.93,5.15,0.01,35.2,69.82,24.19
2018,1,15,8,3.12,77.78,99.97,5.56,0.01,35.9,56.69,25.68
2018,1,15,9,6.22,71.48,99.94,5.68,0.01,34.9,44.51,26.99
2018,1,15,10,9.05,66.64,99.86,5.5,0,33.3,34.33,28.06
2018,1,15,11,9.82,62.89,99.75,5.17,0,32.5,28.43,28.92
2018,1,15,12,9.35,60.89,99.61,4.82,0,34.2,29.5,29.49
2018,1,15,13,8.05,61.22,99.5,4.4,0,38.6,36.94,29.71
2018,1,15,14,5.1,62.88,99.44,4.2,0,42,47.87,29.51
2018,1,15,15,2.25,65.25,99.42,4.17,0,43.3,60.39,29.01
2018,1,15,16,0.47,70.62,99.45,3.88,0,43.2,73.69,27.96
2018,1,15,17,0.03,78.21,99.51,3.66,0,42.9,86.72,26.09
2018,1,15,18,0,81.05,99.62,3.91,0,46.3,90,25.01
2018,1,15,19,0,84.02,99.73,3.98,0,50.9,90,24.19
2018,1,15,20,0,84.92,99.78,4.17,0,55.2,90,23.52
2018,1,15,21,0,85.57,99.78,4.11,0,57.4,90,22.9
2018,1,15,22,0,86.53,99.75,3.99,0,57.2,90,22.36
2018,1,15,23,0,87.59,99.68,4.03,0,54,90,21.97
2018,1,16,0,0,88.29,99.62,4.14,0,52.7,90,21.74
2018,1,16,1,0,88.95,99.54,4.13,0,51.5,90,21.55
2018,1,16,2,0,89.44,99.51,4.07,0,48.3,90,21.5
2018,1,16,3,0,89.83,99.53,4.04,0,44.6,90,21.52
2018,1,16,4,0,90.45,99.58,3.97,0,43.3,90,21.55
2018,1,16,5,0,91.26,99.65,3.92,0,42.1,90,21.56
